City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,codrington,-38.2667,141.9667,27.07,36,1,5.36,AU,1707013071
289,tabou,4.423,-7.3528,26.96,83,98,2.95,CI,1707013071
290,capinopolis,-18.6819,-49.5697,21.13,89,100,1.95,BR,1707013071
291,ixtapa,20.7,-105.2,23.57,60,20,1.54,MX,1707013072
292,aasiaat,68.7098,-52.8699,-31.62,93,43,2.05,GL,1707013072
293,nabire,-3.3667,135.4833,30.07,67,73,1.69,ID,1707013072
294,hithadhoo,-0.6,73.0833,27.43,77,98,2.33,MV,1707013072
295,verkhnevilyuysk,63.4453,120.3167,-22.91,91,100,2.4,RU,1707013072
296,nyurba,63.2842,118.3319,-26.09,92,94,3.07,RU,1707013072
297,geraldton,-28.7667,114.6,25.23,50,0,10.8,AU,1707013072
298,ipojuca,-8.3989,-35.0639,28.95,84,33,2.27,BR,1707012898
299,mount vernon,40.9126,-73.8371,3.83,59,75,4.63,US,1707012994
300,alice springs,-23.7,133.8833,33.75,22,100,4.63,AU,1707012948
301,gounou gaya,9.6294,15.5132,21.21,20,8,2.89,TD,1707013073
302,an nuhud,12.7,28.4333,15.32,21,18,6.49,SD,1707013073
303,chernyshevskiy,63.0128,112.4714,-35.23,100,71,1.44,RU,1707013073
304,fort bragg,35.139,-79.006,5.64,83,0,0.0,US,1707013073
305,las palmas de gran canaria,28.0997,-15.4134,21.54,23,0,3.09,ES,1707013073
306,muynoq,43.7683,59.0214,1.19,99,100,2.57,UZ,1707013073
307,gangtok,27.3333,88.6167,6.94,62,56,0.18,IN,1707013073
308,choyr,46.3611,108.3611,-19.31,84,100,1.29,MN,1707013074
309,bantogon,6.5333,124.0333,28.84,71,26,2.49,PH,1707013074
310,machico,32.7,-16.7667,18.35,83,20,3.09,PT,1707013074
311,taro,-8.3862,115.28,22.0,90,100,1.42,ID,1707013074
312,potchefstroom,-26.7167,27.1,16.38,79,31,2.31,ZA,1707013074
313,bengkulu,-3.8004,102.2655,25.53,82,100,1.66,ID,1707013074
314,ziway,7.9333,38.7167,18.55,77,98,5.92,ET,1707013074
315,tofol,5.3248,163.0078,27.79,79,100,7.41,FM,1707013074
316,lakshmipur,22.95,90.8333,18.95,62,0,1.14,BD,1707013075
317,lively,46.4334,-81.1498,-2.49,96,8,1.65,CA,1707013075
318,marsh harbour,26.5412,-77.0636,21.19,65,23,2.42,BS,1707013075
319,sault ste. marie,46.5168,-84.3333,-0.84,100,100,0.0,CA,1707012971
320,prince george,53.9166,-122.753,-3.54,62,0,1.03,CA,1707013075
321,domoni,-12.2569,44.5319,26.72,84,100,1.42,KM,1707013075
322,as sulayyil,20.4607,45.5779,10.14,31,0,4.47,SA,1707013075
323,san carlos,9.6612,-68.5827,28.56,57,100,1.47,VE,1707013075
324,midelt,32.6852,-4.7451,4.96,36,83,0.87,MA,1707013076
325,hun,29.1268,15.9477,9.59,73,19,1.68,LY,1707013076
326,weno,7.4515,151.8468,28.97,84,100,4.63,FM,1707013045
327,holbrook,40.8123,-73.0784,2.66,56,75,5.14,US,1707013076
328,morehead city,34.7229,-76.726,6.66,82,0,1.54,US,1707012948
329,yaren,-0.5472,166.916,28.8,77,100,7.01,NR,1707013076
330,vila velha,-20.3297,-40.2925,24.97,96,75,1.54,BR,1707013076
331,biltine,14.5333,20.9167,18.41,21,3,5.98,TD,1707013076
332,lijiang,26.8688,100.2207,2.77,63,19,1.75,CN,1707013076
333,chita,52.0333,113.55,-28.91,68,20,0.0,RU,1707013076
334,bardai,11.65,7.2333,16.58,19,0,5.99,NG,1707013077
335,callao,-12.0667,-77.15,27.07,78,75,4.63,PE,1707013077
336,papao,-17.75,-149.55,29.82,76,98,4.55,PF,1707012922
337,dwarka,22.2394,68.9678,22.66,79,2,2.19,IN,1707013077
338,khilok,51.3674,110.4676,-17.38,89,65,1.1,RU,1707013037
339,nova sintra,14.8667,-24.7167,21.54,69,100,3.88,CV,1707013077
340,kayangel,8.0823,134.7173,27.43,78,89,9.48,PW,1707013077
341,talata mafara,12.5732,6.0597,19.17,18,8,6.93,NG,1707013077
342,libertad,8.9442,125.5019,28.48,70,17,1.76,PH,1707013078
343,pangody,65.85,74.4859,-16.76,96,100,2.26,RU,1707013078
344,isangel,-19.55,169.2667,31.06,79,100,4.12,VU,1707013078
345,mirialguda,16.8667,79.5833,21.9,81,2,1.41,IN,1707013078
346,kudahuvadhoo,2.6708,72.8944,27.3,79,90,5.29,MV,1707013078
347,ratnagiri,16.9833,73.3,22.54,49,9,1.9,IN,1707012977
348,ghadamis,30.1337,9.5007,12.35,62,100,5.02,LY,1707013078
349,kill devil hills,36.0307,-75.676,6.1,77,0,2.06,US,1707013078
350,kaa-khem,51.6833,94.7333,-30.33,98,86,1.02,RU,1707013023
351,mundri,-6.9558,111.71,26.66,84,100,3.18,ID,1707013079
352,newberry,34.2746,-81.6187,7.77,86,63,2.79,US,1707013079
353,kerikeri,-35.2268,173.9474,23.69,40,0,3.16,NZ,1707013079
354,mokhsogollokh,61.4681,128.9203,-33.21,99,85,1.13,RU,1707013079
355,jamestown,42.097,-79.2353,-2.21,97,0,0.45,US,1707012913
356,romblon,12.5751,122.2708,26.66,76,19,8.11,PH,1707013079
357,galliano,29.4422,-90.2992,18.0,95,100,3.91,US,1707013079
358,lethem,3.3803,-59.7968,29.97,36,6,4.22,GY,1707013079
359,arawa,-6.2132,155.5367,32.13,64,35,1.31,PG,1707012796
360,flying fish cove,-10.4217,105.6791,28.82,74,100,3.09,CX,1707013080
361,knottsville,37.7717,-86.9042,8.88,66,89,5.55,US,1707013080
362,severo-yeniseyskiy,60.3725,93.0408,-20.72,100,100,1.85,RU,1707013080
363,road town,18.4167,-64.6167,26.02,69,40,0.97,VG,1707012871
364,arkhangel'sk,64.5401,40.5433,-6.94,86,100,5.0,RU,1707013080
365,sretensk,52.2453,117.7093,-25.07,93,57,0.44,RU,1707013080
366,tindouf,27.6711,-8.1474,13.25,19,0,5.14,DZ,1707013080
367,tomatlan,19.9333,-105.25,18.78,77,0,1.37,MX,1707013080
368,ambodifotatra,-16.9833,49.85,26.62,80,62,5.2,MG,1707012967
369,babayevo,59.3936,35.9371,-3.4,98,100,0.7,RU,1707013081
370,omaruru,-21.4333,15.9333,21.31,77,100,1.63,NA,1707013081
371,monteros,-27.1674,-65.4983,28.55,46,100,2.27,AR,1707013081
372,east dereham,52.6833,0.9333,9.77,86,94,5.52,GB,1707013081
373,kiunga,-6.1219,141.2906,33.41,53,92,0.65,PG,1707013081
374,manta,-0.95,-80.7333,26.88,83,40,5.81,EC,1707012900
375,taguatinga,-12.3857,-46.5711,22.74,77,95,1.89,BR,1707013081
376,kavieng,-2.5744,150.7967,29.21,74,83,2.92,PG,1707013081
377,talcahuano,-36.7167,-73.1167,16.82,72,0,4.63,CL,1707013082
378,huilong,31.8111,121.655,6.04,94,100,4.33,CN,1707013082
379,grande prairie,55.1667,-118.8027,-9.9,73,0,2.06,CA,1707012936
380,carbonear,47.7332,-53.2148,-0.42,87,93,8.75,CA,1707013082
381,forster,-32.1667,152.5167,31.27,67,85,6.54,AU,1707012863
382,orange walk,17.8333,-88.8333,21.64,94,0,1.27,BZ,1707013082
383,aktau,43.65,51.2,1.32,80,99,1.27,KZ,1707013083
384,taungoo,18.9333,96.4333,22.81,40,0,0.61,MM,1707013083
385,haverfordwest,51.8017,-4.9691,10.59,100,100,3.58,GB,1707013083
386,kingscliff,-28.2667,153.5667,27.89,78,100,3.6,AU,1707013083
387,tanaina,61.6269,-149.4281,-13.1,74,100,1.54,US,1707013084
388,usogorsk,63.4106,48.6872,-11.22,93,98,3.97,RU,1707013084
389,sodra sandby,56.5667,16.6167,5.92,76,100,10.54,SE,1707013084
390,burutu,5.3509,5.5076,26.08,89,33,1.21,NG,1707013084
391,wasilkow,53.1991,23.2078,5.48,76,100,5.36,PL,1707013084
392,shingu,33.7333,135.9833,8.7,90,100,0.67,JP,1707013084
393,christchurch,-43.5333,172.6333,28.51,38,6,5.66,NZ,1707013084
394,rongelap,11.1635,166.8941,26.63,78,100,8.7,MH,1707013085
395,lloydminster,53.2835,-110.0016,-0.88,86,100,6.17,CA,1707012837
396,tenenkou,14.4572,-4.9169,20.8,13,5,4.76,ML,1707013085
397,bogandinskiy,56.8937,65.8938,-10.04,95,100,3.27,RU,1707013085
398,dolbeau-mistassini,48.8763,-72.212,-12.64,99,41,1.05,CA,1707013085
399,gaiman,-43.2897,-65.4929,15.07,43,53,6.98,AR,1707013085
400,tovarkovo,54.6762,35.9386,2.24,98,100,7.57,RU,1707013086
401,bac lieu,9.285,105.7244,27.58,71,11,2.73,VN,1707013086
402,es castell,39.8795,4.2854,9.38,100,0,2.57,ES,1707013086
403,playa del ingles,27.7567,-15.5787,21.33,19,100,1.79,ES,1707013086
404,vernon,50.2581,-119.2691,6.45,91,100,0.51,CA,1707013086
405,mo i rana,66.3128,14.1428,-5.74,93,20,1.03,NO,1707013086
406,tralee,52.2704,-9.7026,11.27,98,100,3.99,IE,1707013087
407,tibu,8.639,-72.7358,24.17,97,83,1.04,CO,1707013087
408,flin flon,54.7682,-101.865,0.42,97,100,1.55,CA,1707013087
409,turaif,31.6725,38.6637,4.14,81,0,1.03,SA,1707013087
410,ladysmith,48.9829,-123.8194,6.51,93,75,0.0,CA,1707012911
411,portstewart,55.1813,-6.714,8.47,78,100,8.83,GB,1707013087
412,berdigestyakh,62.0989,126.6992,-29.62,99,92,1.17,RU,1707013053
413,labrador city,52.9463,-66.9114,-21.57,68,40,0.0,CA,1707012914
414,sinjai,-5.1241,120.253,30.03,67,100,0.37,ID,1707013088
415,namibe,-15.1961,12.1522,24.5,88,86,2.19,AO,1707013088
416,ruston,32.5232,-92.6379,11.44,97,100,2.57,US,1707012762
417,sirjan,29.452,55.6814,0.18,27,0,0.85,IR,1707013088
418,shira,54.4911,89.9531,-15.57,96,100,1.55,RU,1707013088
419,veshenskaya,49.6303,41.7334,-0.5,94,100,8.94,RU,1707013088
420,thakhek,17.4103,104.8307,27.06,62,76,1.85,LA,1707013089
421,dampit,-8.2116,112.7493,26.33,78,69,1.68,ID,1707013089
422,lazaro cardenas,17.9583,-102.2,23.53,73,0,2.82,MX,1707013089
423,umm kaddadah,13.6017,26.6876,14.49,24,33,6.7,SD,1707013089
424,pangoa,-12.1167,-73.0,20.7,98,70,1.25,PE,1707013090
425,pathein,16.7833,94.7333,24.94,59,1,4.42,MM,1707013090
426,troitsko-pechorsk,62.7084,56.1964,-14.06,90,100,4.92,RU,1707013090
427,caleta de carquin,-11.0925,-77.6267,23.68,86,94,2.99,PE,1707013090
428,katsuura,35.1333,140.3,7.24,92,100,6.13,JP,1707013001
429,alesund,62.4723,6.1549,5.42,69,40,7.72,NO,1707013091
430,dikhil,11.5,42.1667,22.35,72,71,1.79,DJ,1707013091
431,kirkwall,58.9848,-2.9587,7.2,76,75,13.38,GB,1707013092
432,crane,31.3974,-102.3501,13.51,26,1,15.15,US,1707013092
433,sitka,57.0531,-135.33,4.94,81,75,5.14,US,1707013092
434,tevriz,57.509,72.4042,-19.43,99,100,2.98,RU,1707013092
435,i-n-salah,27.1935,2.4607,11.92,52,0,7.35,DZ,1707012975
436,placido de castro,-10.3353,-67.1856,25.3,89,40,1.23,BR,1707013092
437,port saint john's,-31.6229,29.5448,21.96,83,13,2.45,ZA,1707013092
438,baukau,51.5526,7.2042,10.54,97,100,5.63,DE,1707013093
439,la passe,45.5549,-0.8967,7.21,93,46,3.45,FR,1707013093
440,purwakarta,-6.5569,107.4433,28.28,75,81,1.63,ID,1707013093
441,beloyarskiy,63.7119,66.6722,-23.33,100,98,2.24,RU,1707013093
442,mhamid,29.82,-5.72,10.45,32,7,3.03,MA,1707013093
443,yambio,4.5721,28.3955,20.42,38,97,1.22,SS,1707013094
444,rondonopolis,-16.4708,-54.6356,23.14,76,100,1.68,BR,1707013094
445,sassnitz,54.5167,13.65,5.45,90,43,13.33,DE,1707013094
446,sao jose da coroa grande,-8.8978,-35.1478,25.96,83,60,2.69,BR,1707013094
447,mindelo,16.8901,-24.9804,21.75,83,100,3.6,CV,1707013094
448,sambava,-14.2667,50.1667,24.61,94,100,5.54,MG,1707013095
449,raja,8.4596,25.678,19.44,21,100,2.12,SS,1707013095
450,lesosibirsk,58.2358,92.4828,-16.72,98,100,2.31,RU,1707013095
451,nhamunda,-2.1861,-56.7131,24.79,83,21,1.31,BR,1707013095
452,el granada,37.5027,-122.4694,11.94,85,100,8.23,US,1707013095
453,luena,-11.7833,19.9167,16.75,96,100,1.37,AO,1707013095
454,magna,40.7091,-112.1016,4.27,77,75,2.57,US,1707012873
455,ostersund,63.1792,14.6357,-0.75,80,100,14.92,SE,1707013096
456,new kingman-butler,35.265,-114.0323,9.51,54,0,4.63,US,1707013096
457,chibougamau,49.9168,-74.3659,-13.21,85,0,1.03,CA,1707013096
458,bel ombre,-4.6167,55.4167,27.91,78,40,3.09,SC,1707013096
459,sosnogorsk,63.6023,53.8817,-13.06,92,100,4.54,RU,1707013096
460,labuan,5.2767,115.2417,29.2,84,40,1.54,MY,1707013096
461,bethanie,-26.4833,17.15,27.92,38,98,1.49,NA,1707013096
462,canto del llano,8.1761,-80.973,24.81,84,91,0.89,PA,1707013097
463,heroica caborca,30.7167,-112.15,15.39,44,0,2.17,MX,1707013097
464,katabu,-4.9333,122.5167,30.84,62,62,2.15,ID,1707013097
465,hammerfest,70.6634,23.6821,-3.75,80,75,0.0,NO,1707013097
466,waverly,42.7392,-84.6208,-0.91,86,0,1.54,US,1707012944
467,kodinsk,58.6881,99.1844,-18.09,98,100,0.67,RU,1707013045
468,khanty-mansiysk,61.0042,69.0019,-25.94,70,20,1.0,RU,1707013097
469,debark',13.1561,37.8981,10.43,50,77,1.09,ET,1707013097
470,manaure,11.7751,-72.4445,25.86,85,95,4.09,CO,1707013098
471,guerrero negro,27.9769,-114.0611,15.51,65,0,5.96,MX,1707013098
472,charters towers,-20.1,146.2667,31.22,52,100,4.23,AU,1707013098
473,ghoti budrukh,19.7167,73.6333,19.91,40,5,2.05,IN,1707013098
474,broken hill,-31.95,141.4333,37.77,12,100,6.45,AU,1707013098
475,isabela,6.7085,121.9711,29.03,71,50,0.79,PH,1707013098
476,tlaxco,19.6167,-98.1167,11.35,36,0,1.84,MX,1707013098
477,gizo,-8.103,156.8419,29.45,74,68,3.81,SB,1707013099
478,pithora,21.2667,82.5167,18.2,42,0,0.18,IN,1707013099
479,taber,49.8167,-112.1518,1.0,100,100,9.26,CA,1707013099
480,novo aripuana,-5.1206,-60.3797,24.3,97,100,1.04,BR,1707013099
481,coahuayana de hidalgo,18.7,-103.6583,21.17,79,0,1.27,MX,1707013099
482,dawukou,39.0419,106.3958,-2.8,88,96,0.37,CN,1707012967
483,city of balikpapan,-1.242,116.8942,27.97,83,20,1.54,ID,1707013100
484,sabha,27.0377,14.4283,8.89,39,0,2.61,LY,1707013100
485,amga,60.8953,131.9608,-29.82,98,98,0.7,RU,1707013100
486,iskateley,67.6803,53.1512,-13.32,84,16,7.15,RU,1707013100
487,warrnambool,-38.3833,142.4833,23.79,54,0,3.34,AU,1707013100
488,kolwezi,-10.7148,25.4667,17.11,97,100,0.65,CD,1707013101
489,santa cruz,-17.8,-63.1667,26.7,89,3,3.09,BO,1707013101
490,homer,59.6425,-151.5483,-7.07,89,100,7.6,US,1707012903
491,sandpoint,48.2766,-116.5533,4.29,85,100,0.0,US,1707013101
492,poronaysk,49.2167,143.1167,-14.68,81,13,0.28,RU,1707013101
493,quellon,-43.1167,-73.6167,12.02,67,94,1.4,CL,1707013102
494,arkhipo-osipovka,44.37,38.52,4.24,86,100,11.12,RU,1707013102
495,kelso,46.1468,-122.9084,8.39,81,66,0.45,US,1707013102
496,mermoz boabab,14.7065,-17.4758,22.31,78,0,4.12,SN,1707013102
497,sandnessjoen,66.0217,12.6316,0.29,97,100,18.22,NO,1707013102
498,mocesti,45.05,26.25,4.18,81,100,1.36,RO,1707013102
499,smidovich,48.6,133.8167,-22.82,94,20,1.12,RU,1707013103
500,adeje,28.1227,-16.726,18.61,49,0,5.14,ES,1707013103
501,okhotsk,59.3833,143.3,-22.27,77,23,7.43,RU,1707013103
502,lucea,18.451,-78.1736,24.92,79,2,2.57,JM,1707013103
503,manakara,-22.1333,48.0167,23.7,84,100,2.11,MG,1707013103
504,hell-ville,-13.4,48.2667,26.24,83,100,2.18,MG,1707013103
505,isla mujeres,21.2311,-86.731,25.09,76,87,6.57,MX,1707013104
506,stornoway,58.2093,-6.3865,6.98,82,40,11.83,GB,1707013104
507,ancon,43.5982,13.5101,10.53,1,14,1.03,IT,1707013104
508,maralal,1.0968,36.698,16.28,75,45,3.01,KE,1707013104
509,itabaianinha,-11.2739,-37.79,21.59,91,3,1.99,BR,1707013104
510,kokubu-matsuki,31.7333,130.7667,13.74,93,75,3.09,JP,1707013104
511,shalqar,47.8333,59.6,-2.79,83,100,6.18,KZ,1707013105
512,ezhva,61.8128,50.7283,-10.03,85,100,2.0,RU,1707013105
513,razdol'noye,45.7708,33.4878,5.97,83,100,6.94,UA,1707013105
514,nepanagar,21.4667,76.4,20.48,42,5,0.94,IN,1707013105
515,al jawf,29.5,38.75,7.97,55,0,3.04,SA,1707013105
516,uliastay,47.7417,96.8444,-15.49,97,100,0.99,MN,1707013105
517,oppdal,62.5943,9.6912,-6.07,91,40,9.3,NO,1707013106
518,caconda,-13.7333,15.0667,16.21,93,100,1.06,AO,1707013106
519,juan griego,11.0817,-63.9655,28.07,69,60,4.94,VE,1707013106
520,ta`u,-14.2336,-169.5144,26.76,91,100,9.2,AS,1707013106
521,kenai,60.5544,-151.2583,-16.59,85,100,6.17,US,1707013106
522,kirando,-7.4167,30.6,22.07,81,85,2.01,TZ,1707013106
523,strezhevoy,60.7333,77.5889,-23.78,100,100,2.47,RU,1707013107
524,ambovombe,-25.1667,46.0833,21.38,82,3,2.46,MG,1707013107
525,mashi,12.9784,7.9529,15.19,17,36,5.04,NG,1707013107
526,beni,0.5,29.4667,18.73,68,79,0.68,CD,1707013107
527,greeley,40.4233,-104.7091,2.24,95,75,2.57,US,1707013049
528,takoradi,4.8845,-1.7554,25.76,94,13,1.93,GH,1707013107
529,sorong,-0.8833,131.25,28.13,81,45,4.23,ID,1707013108
530,antofagasta,-23.65,-70.4,21.6,81,2,1.2,CL,1707012964
531,long beach,33.767,-118.1892,14.53,74,75,2.57,US,1707013028
532,volodarskiy,46.4013,48.5409,0.97,81,100,6.76,RU,1707013108
533,olinda,-8.0089,-34.8553,28.85,70,75,5.14,BR,1707013108
534,qamdo,31.1667,97.2333,-10.99,47,100,2.82,CN,1707013108
535,inari,68.906,27.0288,-4.89,100,99,0.9,FI,1707013108
536,barra de santo antonio,-9.4047,-35.5072,26.6,85,68,1.98,BR,1707013108
537,itoman,26.1247,127.6694,24.43,81,75,2.57,JP,1707013109
538,hayvoron,48.3396,29.8679,6.59,75,94,8.41,UA,1707013109
539,ofunato,39.0717,141.7167,4.86,48,26,7.72,JP,1707013109
540,tongliao,43.6125,122.2653,-12.26,69,2,1.74,CN,1707013109
541,cockburn town,21.4612,-71.1419,23.39,62,0,2.49,TC,1707013109
542,simanggang,1.2472,111.4528,27.99,83,40,0.0,MY,1707013109
543,kismayo,-0.3582,42.5454,26.78,82,31,5.67,SO,1707013110
544,makinsk,52.6292,70.4169,-2.66,95,100,7.18,KZ,1707013110
545,burang,30.25,81.1667,-9.03,94,65,2.74,CN,1707013110
546,kissidougou,9.1848,-10.0999,22.53,26,18,0.79,GN,1707013110
547,bismarck,46.8083,-100.7837,3.14,98,100,3.09,US,1707012900
548,seminole,28.7086,-81.2081,18.54,84,75,2.06,US,1707013110
549,mirny,62.5353,113.9611,-30.46,99,78,1.6,RU,1707013111
550,taulaga,-11.0553,-171.0883,28.3,79,100,10.78,AS,1707013111
551,mount pearl,47.5166,-52.7813,-1.14,91,100,8.75,CA,1707013111
552,hyesan-dong,41.3976,128.1787,-10.7,78,25,0.36,KP,1707013111
553,saint john's,47.5649,-52.7093,-0.68,91,100,8.75,CA,1707013021
554,siwa oasis,29.2041,25.5195,10.47,64,5,1.88,EG,1707013112
555,maisi,43.0395,41.2621,-0.57,84,100,1.33,GE,1707013112
556,guiuan,11.0333,125.7247,27.39,78,11,5.64,PH,1707012989
557,brisas de zicatela,15.8369,-97.0419,25.81,78,0,6.27,MX,1707013112
558,fortuna,40.5982,-124.1573,10.55,81,0,0.45,US,1707013112
559,abepura,-2.6333,140.5833,33.45,59,20,1.03,ID,1707013112
560,princeville,45.7668,-61.2985,-1.33,96,100,3.6,CA,1707013112
561,nagato,34.3833,131.2,9.45,82,100,5.42,JP,1707013113
562,yuzhno-kurilsk,44.0306,145.8556,-4.24,71,91,7.98,RU,1707013113
563,chernomorskoye,45.5039,32.6997,6.87,84,100,8.38,UA,1707012844
564,portland,45.5234,-122.6762,9.86,70,40,1.54,US,1707012451
565,booue,-0.0921,11.9385,23.44,94,100,0.13,GA,1707013113
566,san luis de la loma,17.2706,-100.8939,23.55,78,0,4.55,MX,1707013113
567,gaigeturi,33.4644,126.3183,12.03,76,75,6.69,KR,1707013113
568,illizi,26.4833,8.4667,7.89,33,0,2.47,DZ,1707013113
569,irymple,-34.25,142.1667,38.38,18,100,0.89,AU,1707013114
570,srivardhan,18.0333,73.0167,22.68,52,0,1.51,IN,1707013114
571,mil'kovo,55.6078,37.7956,-0.33,96,100,5.39,RU,1707013114
572,kidal,18.4411,1.4078,15.21,13,2,5.55,ML,1707013114
573,vilhena,-12.7406,-60.1458,20.78,98,100,3.39,BR,1707012941
574,kurumkan,54.3,110.3,-22.15,97,39,0.89,RU,1707013114
575,paraiso,9.8383,-83.8656,19.68,97,68,1.56,CR,1707013097
576,kalabo,-14.97,22.6814,20.64,89,100,1.9,ZM,1707013115
577,jianshui,23.6363,102.8264,14.99,45,0,2.36,CN,1707013115
